,Modification,Size,BPCY,WYIELD
0,{'BMOCOS': 0.5},1,0.0,0.0
1,"{'MPTS': 4, 'OGMEACPS': 0.0625}",2,0.12895312549209273,0.0
2,{'MPTS': 4},1,0.12895312549209217,0.09671484411906982
3,"{'MANtex': 0, 'MPTS': 4, 'OGMEACPS': 0.0625}",3,0.12895312549209312,0.0
