,Modification,Size,BPCY,WYIELD
0,{'ATPM': 0.03125},1,0.14073609347092828,0.42220828041278574
1,"{'ATPM': 0.03125, 'Ktex': 2}",2,0.25006290905878564,0.37509436358817844
