,Modification,Size,BPCY,WYIELD
65,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'GLYOX': 16, 'DDGALK': 0.5, 'EX_ca2_e': 4, 'PGPP141pp': 8, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
66,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'BMOGDS2': 4, 'DDGALK': 0.5, 'EX_ca2_e': 4, 'PGPP141pp': 8, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
67,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'BMOGDS2': 4, 'GLYOX': 16, 'EX_ca2_e': 4, 'PGPP141pp': 8, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
68,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'BMOGDS2': 4, 'GLYOX': 16, 'DDGALK': 0.5, 'PGPP141pp': 8, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
69,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'BMOGDS2': 4, 'GLYOX': 16, 'DDGALK': 0.5, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
70,"{'MI1PP': 32, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'BMOGDS2': 4, 'GLYOX': 16, 'DDGALK': 0.5, 'EX_ca2_e': 4, 'PGPP141pp': 8}",9,0.12252478639596089,0.09189358979697085
71,"{'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
72,"{'MI1PP': 32, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
73,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
74,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
75,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
76,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'EX_ca2_e': 4, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
77,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'ETOHtex': 8}",7,0.12252478639596089,0.09189358979697085
78,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4}",7,0.12252478639596089,0.09189358979697085
79,"{'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
80,"{'PGPP141pp': 0.03125, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
81,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
82,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
83,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
84,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'GLYOX': 16, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
85,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'EX_ca2_e': 4, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
86,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'ETOHtex': 8}",9,0.12252478639596089,0.09189358979697085
87,"{'PGPP141pp': 0.03125, 'MI1PP': 32, 'MALTtexi': 0.03125, 'TRE6PS': 2, 'LDH_D2': 0, 'BMOGDS2': 4, 'HYPOE': 0.25, 'GLYOX': 16, 'EX_ca2_e': 4}",9,0.12252478639596089,0.09189358979697085
