,Modification,Size,BPCY,WYIELD
0,{'I2FE2ST': 0.03125},1,0.0,0.0
1,{'NNDPR': 4},1,0.3604384032872327,0.2703288024640226
2,"{'NHFRBO': 4, 'DGK1': 8, 'BMOGDS2': 4, 'FACOAL80t2pp': 0.0625, 'NNDPR': 4}",5,0.3604384032889201,0.27032880246110547
3,"{'MALTTRabcpp': 4, 'NHFRBO': 4, 'DGK1': 8, 'BMOGDS2': 4, 'NNDPR': 4}",5,0.3604384032889201,0.27032880246110547
4,"{'MALTTRabcpp': 4, 'DGK1': 8, 'BMOGDS2': 4, 'FACOAL80t2pp': 0.0625, 'NNDPR': 4}",5,0.3604384032889201,0.27032880246110547
5,"{'MALTTRabcpp': 4, 'NHFRBO': 4, 'BMOGDS2': 4, 'FACOAL80t2pp': 0.0625, 'NNDPR': 4}",5,0.3604384032889201,0.27032880246110547
6,"{'MALTTRabcpp': 4, 'NHFRBO': 4, 'DGK1': 8, 'FACOAL80t2pp': 0.0625, 'NNDPR': 4}",5,0.3604384032889201,0.27032880246110547
7,"{'MALTTRabcpp': 4, 'NHFRBO': 4, 'DGK1': 8, 'BMOGDS2': 4, 'FACOAL80t2pp': 0.0625}",5,0.3604384032889201,0.27032880246110547
